IDENTIFIER.OTHER,DC.TITLE,DC.DESCRIPTION.ABSTRACT,DC.CONTRIBUTOR.AUTHOR,DC.CONTRIBUTOR.OTHER,DC.DATE.ISSUED,DC.DATE.CREATED,DC.COVERAGE.TEMPORAL,DC.TITLE.FILENAME ,RELATIVE_PATH,DC.DESCRIPTION.FILENAME,DC.TYPE,DC.RIGHTS.ACCESS,DC.DATE.OPEN,DC.RIGHTS.COPYRIGHT,DC.LANGUAGE.ISO
9811_0001_0169,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - angell_haven",,"Duderstadt, James J.",,undated,2015,undated,angell_haven,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\angell_haven",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0170,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - athletic aerial campus",,"Duderstadt, James J.",,undated,2015,undated,athletic aerial campus,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\athletic aerial campus",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0171,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Atrium",,"Duderstadt, James J.",,undated,2015,undated,Atrium,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Atrium",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0172,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Business school addtn",,"Duderstadt, James J.",,undated,2015,undated,Business school addtn,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Business school addtn",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0173,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Cancer center",,"Duderstadt, James J.",,undated,2015,undated,Cancer center,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Cancer center",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0174,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - canham interior",,"Duderstadt, James J.",,undated,2015,undated,canham interior,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\canham interior",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0175,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Canham nite",,"Duderstadt, James J.",,undated,2015,undated,Canham nite,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Canham nite",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0176,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - cc little",,"Duderstadt, James J.",,undated,2015,undated,cc little,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\cc little",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0177,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - chemistry",,"Duderstadt, James J.",,undated,2015,undated,chemistry,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\chemistry",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0178,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Child care",,"Duderstadt, James J.",,undated,2015,undated,Child care,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Child care",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0179,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - computer cathedral",,"Duderstadt, James J.",,undated,2015,undated,computer cathedral,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\computer cathedral",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0180,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - computing center",,"Duderstadt, James J.",,undated,2015,undated,computing center,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\computing center",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0181,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Dearborn services",,"Duderstadt, James J.",,undated,2015,undated,Dearborn services,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Dearborn services",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0182,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Dow connector",,"Duderstadt, James J.",,undated,2015,undated,Dow connector,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Dow connector",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0183,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - drbrn school of engin",,"Duderstadt, James J.",,undated,2015,undated,drbrn school of engin,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\drbrn school of engin",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0184,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - drbrn school of mgmnt",,"Duderstadt, James J.",,undated,2015,undated,drbrn school of mgmnt,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\drbrn school of mgmnt",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0185,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - e engin",,"Duderstadt, James J.",,undated,2015,undated,e engin,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\e engin",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0186,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - East campus",,"Duderstadt, James J.",,undated,2015,undated,East campus,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\East campus",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0187,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - eecs rendering",,"Duderstadt, James J.",,undated,2015,undated,eecs rendering,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\eecs rendering",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0188,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Empty stadium",,"Duderstadt, James J.",,undated,2015,undated,Empty stadium,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Empty stadium",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0189,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - filled stadium",,"Duderstadt, James J.",,undated,2015,undated,filled stadium,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\filled stadium",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0190,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - flnt thompson library",,"Duderstadt, James J.",,undated,2015,undated,flnt thompson library,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\flnt thompson library",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0191,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - fxb",,"Duderstadt, James J.",,undated,2015,undated,fxb,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\fxb",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0192,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - golf course",,"Duderstadt, James J.",,undated,2015,undated,golf course,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\golf course",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0193,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Health service",,"Duderstadt, James J.",,undated,2015,undated,Health service,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Health service",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0194,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Hill Auditorium x",,"Duderstadt, James J.",,undated,2015,undated,Hill Auditorium x,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Hill Auditorium x",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0195,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - icle",,"Duderstadt, James J.",,undated,2015,undated,icle,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\icle",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0196,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Ingalls mall",,"Duderstadt, James J.",,undated,2015,undated,Ingalls mall,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Ingalls mall",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0197,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - ist",,"Duderstadt, James J.",,undated,2015,undated,ist,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\ist",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0198,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Lurie bldng",,"Duderstadt, James J.",,undated,2015,undated,Lurie bldng,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Lurie bldng",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0199,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Lurie tower",,"Duderstadt, James J.",,undated,2015,undated,Lurie tower,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Lurie tower",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0200,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Margaret Bell pool addtn",,"Duderstadt, James J.",,undated,2015,undated,Margaret Bell pool addtn,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Margaret Bell pool addtn",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0201,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Media Union",,"Duderstadt, James J.",,undated,2015,undated,Media Union,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Media Union",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0202,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - MI league",,"Duderstadt, James J.",,undated,2015,undated,MI league,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\MI league",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0203,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Mott renewal",,"Duderstadt, James J.",,undated,2015,undated,Mott renewal,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Mott renewal",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0204,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - MSRB 123",,"Duderstadt, James J.",,undated,2015,undated,MSRB 123,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\MSRB 123",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0205,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - MSRB IIIII AIR",,"Duderstadt, James J.",,undated,2015,undated,MSRB IIIII AIR,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\MSRB IIIII AIR",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0206,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - MU interior",,"Duderstadt, James J.",,undated,2015,undated,MU interior,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\MU interior",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0207,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - murchie science",,"Duderstadt, James J.",,undated,2015,undated,murchie science,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\murchie science",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0208,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - N campus reflecting pool",,"Duderstadt, James J.",,undated,2015,undated,N campus reflecting pool,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\N campus reflecting pool",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0209,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - N cmps commty cntr",,"Duderstadt, James J.",,undated,2015,undated,N cmps commty cntr,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\N cmps commty cntr",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0210,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - N cmps Dow",,"Duderstadt, James J.",,undated,2015,undated,N cmps Dow,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\N cmps Dow",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0211,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - NCampus Landscape",,"Duderstadt, James J.",,undated,2015,undated,NCampus Landscape,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\NCampus Landscape",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0212,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Randall arch photo",,"Duderstadt, James J.",,undated,2015,undated,Randall arch photo,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Randall arch photo",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0213,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - randall front",,"Duderstadt, James J.",,undated,2015,undated,randall front,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\randall front",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0214,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Randall Lab Addition",,"Duderstadt, James J.",,undated,2015,undated,Randall Lab Addition,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Randall Lab Addition",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0215,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - SAB Visitor's center",,"Duderstadt, James J.",,undated,2015,undated,SAB Visitor's center,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\SAB Visitor's center",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0216,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - schembechler hall",,"Duderstadt, James J.",,1991-05-28 00:00:00,2015,1991-05-28 00:00:00,schembechler hall | jjd1258.pdf | jjd1258_bhl-5ba629a5.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\schembechler hall | \9811_0001\data\Speeches\JJDS5c\jjd1258.pdf | \converted_files\Speeches-JJDS5c-jjd1258_bhl-5ba629a5.pdf",Original version | Preservation version | Subsequent preservation version,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0217,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Shapiro libraries",,"Duderstadt, James J.",,undated,2015,undated,Shapiro libraries,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Shapiro libraries",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0218,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Social work bldng",,"Duderstadt, James J.",,undated,2015,undated,Social work bldng,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Social work bldng",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0219,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Tennis courts",,"Duderstadt, James J.",,undated,2015,undated,Tennis courts,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Tennis courts",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0220,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - thompson lib photo",,"Duderstadt, James J.",,undated,2015,undated,thompson lib photo,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\thompson lib photo",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0221,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - Weidenbach bldng",,"Duderstadt, James J.",,undated,2015,undated,Weidenbach bldng,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\Weidenbach bldng",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0222,"Digital Documents - University of Michigan Presidency, 1986-1997 - Digital Images - 1996 - wolverine tower",,"Duderstadt, James J.",,undated,2015,undated,wolverine tower,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Digital Images\wolverine tower",,Image,Collection is open for research.,2015-12-17,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0223,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - AAAC Stra",,"Duderstadt, James J.",,1986-09-10 00:00:00,2015,1986-09-10 00:00:00,AAAC Stra | jjd39.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\AAAC Stra | \9811_0001\data\Ideas\JJDI1\jjd39.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0224,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - Alumni Talk",,"Duderstadt, James J.",,1996-04-10 00:00:00,2015,1996-04-10 00:00:00,Alumni Talk | jjd1428.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\Alumni Talk | \9811_0001\data\Speeches\JJDS9a\jjd1428.pdf",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0225,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - Art",,"Duderstadt, James J.",,1986-09-02 00:00:00,2015,1986-09-02 00:00:00,Art | jjd41.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\Art | \9811_0001\data\Ideas\JJDI1\jjd41.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0226,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - ASB-5_21",,"Duderstadt, James J.",,undated,2015,undated,ASB-5_21,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\ASB-5_21",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0227,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - BPC Talk",,"Duderstadt, James J.",,1986-06-26 00:00:00,2015,1986-06-26 00:00:00,BPC Talk | jjd604.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\BPC Talk | \9811_0001\data\Speeches\JJDS1\jjd604.pdf",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0228,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - Challenge",,"Duderstadt, James J.",,1986-05-31 00:00:00,2015,1986-05-31 00:00:00,Challenge | jjd606.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\Challenge | \9811_0001\data\Speeches\JJDS1\jjd606.pdf",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0229,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - Chinese",,"Duderstadt, James J.",,1986-07-17 00:00:00,2015,1986-07-17 00:00:00,Chinese | jjd607.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\Chinese | \9811_0001\data\Speeches\JJDS1\jjd607.pdf",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0230,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - CRLT",,"Duderstadt, James J.",,1986-09-06 00:00:00,2015,1986-09-06 00:00:00,CRLT | jjd608.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\CRLT | \9811_0001\data\Speeches\JJDS1\jjd608.pdf",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0231,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - Devel-6_30",,"Duderstadt, James J.",,undated,2015,undated,Devel-6_30,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\Devel-6_30",,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0232,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - Ed for Change",,"Duderstadt, James J.",,1987-03-22 00:00:00,2015,1987-03-22 00:00:00,Ed for Change | jjd611.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\Ed for Change | \9811_0001\data\Speeches\JJDS1\jjd611.pdf",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0233,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - Educ-Change",,"Duderstadt, James J.",,1986-11-10 00:00:00,2015,1986-11-10 00:00:00,Educ-Change | jjd612.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\Educ-Change | \9811_0001\data\Speeches\JJDS1\jjd612.pdf",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0234,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - Engineering",,"Duderstadt, James J.",,1986-09-18 00:00:00,2015,1986-09-18 00:00:00,Engineering | jjd613.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\Engineering | \9811_0001\data\Speeches\JJDS1\jjd613.pdf",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0235,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - Env Ass 5.0",,"Duderstadt, James J.",,1987-01-14 00:00:00,2015,1987-01-14 00:00:00,Env Ass 5.0 | jjd1598.doc,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\Env Ass 5.0 | \9811_0001\data\Strategy\JJDST1\jjd1598.doc",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0236,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - EXPRES",,"Duderstadt, James J.",,1986-09-10 00:00:00,2015,1986-09-10 00:00:00,EXPRES | jjd614.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\EXPRES | \9811_0001\data\Speeches\JJDS1\jjd614.pdf",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
9811_0001_0237,"Digital Documents - University of Michigan Presidency, 1986-1997 - Idea Files - 1986-1987 Ideas - Genetics",,"Duderstadt, James J.",,1987-03-05 00:00:00,2015,1987-03-05 00:00:00,Genetics | jjd615.pdf,"\9811_0001\data\original-records\duderstadt, j_\Electronic Documentation_\Idea Files_\1986-1987 Ideas\Genetics | \9811_0001\data\Speeches\JJDS1\jjd615.pdf",Original version | Preservation version,Office Documents,"[ER Restricted until July 1, 2030]",2030-07-01,Copyright has been transferred to the Regents of the University of Michigan.,en
