prefix,title,primary,secondary,number,suffix,fuller form,birth date,death date,auth link,source
,,Dolph,Ray A,,,,,,,lcnaf
,,Doman,Bernard A,,,,,,,lcnaf
,,Domhoff,G. William,,,,,,http://id.loc.gov/authorities/names/n79139411,lcnaf
,,Donabedian,Avedis,,,,1919,2000,,lcnaf
,,Donabedian,Avedis,,,,,,http://id.loc.gov/authorities/names/n80051318,lcnaf
,,Donahue,Esther,,,,,,,lcnaf
,,Donahue,Thomas M,,,,,,http://id.loc.gov/authorities/names/n91055338,lcnaf
,,Donahue,Wilma T.,,,Wilma Thompson,1900,,http://id.loc.gov/authorities/names/n85389261,lcnaf
,,Donaldson,Bruce McNaughton,,,,1891,1940,,lcnaf
,,Dondero,George Anthony,,,,1883,1968,http://id.loc.gov/authorities/names/no97044504,lcnaf
,,Doner,Mary Frances,,,,,,,lcnaf
,,Donnell,Forrest C.,,,,1884,1980,http://id.loc.gov/authorities/names/no2001008573,lcnaf
,,Donnelley,Thomas Elliott,,,,1867,1955,http://id.loc.gov/authorities/names/no2008190244,lcnaf
,,Donnelly,Elaine Chenevert,,,,,,,lcnaf
,,Donnelly,Elaine,,,,,,,lcnaf
,,Donnelly,Joseph P,,,,,,http://id.loc.gov/authorities/names/n50026713,lcnaf
,,Donner,Frederic G.,,,Frederic Garrett,1902,1987,http://id.loc.gov/authorities/names/n86111146,lcnaf
,,Donovan,William J.,,,William Joseph,1883,1959,http://id.loc.gov/authorities/names/n81096091,lcnaf
,,Dora,Henry,,,,1893,1977,,lcnaf
,,Dora,Lillian,,,,,,,lcnaf
,,Doremus,Frank Ellsworth,,,,1865,1947,http://id.loc.gov/authorities/names/n2003087123,lcnaf
,,Dornetto,Dominic,,,,,,,lcnaf
,,Dorr,Harold M.,,,Harold McVicar,1897,,,lcnaf
,,Dorsey,John M.,,,John Morris,1900,1978,http://id.loc.gov/authorities/names/n79139359,lcnaf
,,Dos Passos,John,,,,1896,1970,http://id.loc.gov/authorities/names/n80001431,lcnaf
,,Doubleday,Russell,,,,1872,1949,http://id.loc.gov/authorities/names/nb99031419,lcnaf
,,Dougherty,Edward A,,,,,,http://id.loc.gov/authorities/names/no2010144995,lcnaf
,,Dougherty,Peter,,,,1805,1894,,lcnaf
,,Dougherty,Richard M,,,,,,http://id.loc.gov/authorities/names/n50026965,lcnaf
,,Douglas,Columbus C.,,,,1812,1874,,lcnaf
,,Douglas,Emily,,,,,,,lcnaf
,,Douglas,Lewis W.,,,Lewis Williams,1894,1974,http://id.loc.gov/authorities/names/n85334262,lcnaf
,,Douglas,Lloyd C.,,,Lloyd Cassel,1877,1951,http://id.loc.gov/authorities/names/n85335454,lcnaf
,,Douglas,Marie Louise,,,,,,,lcnaf
,,Douglas,Paul H.,,,Paul Howard,1892,1976,http://id.loc.gov/authorities/names/n50027506,lcnaf
,,Douglas,Samuel Townsend,,,,1853,1932,,lcnaf
,,Douglas,Silas H.,,,Silas Hamilton,1816,1890,,lcnaf
,,Douglas,William O.,,,William Orville,1898,1980,http://id.loc.gov/authorities/names/n79041741,lcnaf
,,Douglass,Benjamin,,,,,,,lcnaf
,,Douglass,Frederick,,,,1818,1895,http://id.loc.gov/authorities/names/n80013236,lcnaf
,,Douglass,Henry Woolsey,,,,,,,lcnaf
,,Douglass,Joseph,,,,,,,lcnaf
,,Douglass,Martha Matilda Nellis,,,,,,,lcnaf
,,Douglass,Samuel Townsend,,,,1814,1898,http://id.loc.gov/authorities/names/no00080553,lcnaf
,,Doull,James Angus,,,,1889,1963,http://id.loc.gov/authorities/names/no2005072683,lcnaf
,,Douma,Frank W.,,,,1893,1976,,lcnaf
,,Doumanian,Tatos,,,,,,,lcnaf
,,Douvan,Elizabeth Ann Malcolm,,,,1926,,,lcnaf
,,Dow,Alden B.,,,,1904,1983,http://id.loc.gov/authorities/names/n83044046,lcnaf
,,Dow,Earle Wilbur,,,,1868,1946,http://id.loc.gov/authorities/names/no2002097291,lcnaf
,,Dow,Herbert Henry,,,,1866,1930,http://id.loc.gov/authorities/names/n83173677,lcnaf
,,Dow,Neal,,,,1804,1897,http://id.loc.gov/authorities/names/n85158243,lcnaf
,,Dow,William G.,,,William Gould,1895,,,lcnaf
,,Dow,William G.,,,William Gould,1895,1999,http://id.loc.gov/authorities/names/nr93013151,lcnaf
,,Downes,John,,,,1784,1854,http://id.loc.gov/authorities/names/nr2001012250,lcnaf
,,Downey,John,,,,,,,lcnaf
,,Downey,Sheridan,,,,,,,lcnaf
,,Downs,Tom,,,,1916,,http://id.loc.gov/authorities/names/n91056684,lcnaf
,,Doyle,Edward H.,,,,1849,1919,,lcnaf
,,Doyle,Patrick J,,,,,,http://id.loc.gov/authorities/names/n82024570,lcnaf
,,Doyle,William F,,,,,,,lcnaf
,,Drake,G. Claude,,,,,,,lcnaf
,,Drake,Joseph H.,,,Joseph Horace,1860,1947,http://id.loc.gov/authorities/names/no2002091574,lcnaf
,,Drake,Ludlum C,,,,,,,lcnaf
,,Drake,Margaret,,,,,,,lcnaf
,,Drake,Richard L,,,,,,,lcnaf
,,Dreier,Edward,,,,,,,lcnaf
,,Dreiser,Theodore,,,,1871,1945,http://id.loc.gov/authorities/names/n79046644,lcnaf
,,Dresser,Horatio W.,,,Horatio Willis,1866,,,lcnaf
,,Drew,Walter,,,,1873,1961,http://id.loc.gov/authorities/names/n94082859,lcnaf
,,Dreyfuss,Allan L.,,,,1919,2011,,lcnaf
,,Dreyfuss,Marion,,,,,,,lcnaf
,,Driggs,John F.,,,,1813,1877,,lcnaf
,,Driggs,William S,,,,,,,lcnaf
,,Drinan,Rhonda,,,,,,,lcnaf
,,Driscoll,John,,,,,,,lcnaf
,,Drooker,Penelope B,,,,,,http://id.loc.gov/authorities/names/n78034948,lcnaf
,,Drummond,James,,,,1835,1924,,lcnaf
,,Drury,Newton B.,,,,1889,,,lcnaf
,,Du Bois,W. E. B.,,,William Edward Burghardt,1868,1963,http://id.loc.gov/authorities/names/n80046721,lcnaf
,,DuBois,David Graham,,,,,,,lcnaf
,,DuPont,Pierre Samuel,,,,1935,,,lcnaf
,,Dubina,Nestor,,,,,,,lcnaf
,,Dubois,Elizabeth E,,,,,,,lcnaf
,,Dubrow,Evelyn,,,,,,,lcnaf
,,Duderstadt,James J.,,,,1942,,http://id.loc.gov/authorities/names/n81055160,lcnaf
,,Dudley,Adolphus Mansfield,,,,1877,,,lcnaf
,,Dudley,James Benson,,,,1859,1925,,lcnaf
,,Duell,Elizabeth,,,,,,,lcnaf
,,Duey,Philip A.,,,,,1982,,lcnaf
,,Duff,Ivan F. (),,,,1915,1994,,lcnaf
,,Duff,Ivan Francis,,,,1915,,,lcnaf
,,Duff,James H.,,,James Henderson,1883,1969,http://id.loc.gov/authorities/names/n87870912,lcnaf
,,Duff,Lela,,,,,,,lcnaf
,,Duff,Robert A,,,,,,,lcnaf
,,Duffield,D. Bethune,,,Divie Bethune,1821,1891,http://id.loc.gov/authorities/names/n85158253,lcnaf
,,Duffield,George,,,,1794,1868,http://id.loc.gov/authorities/names/n90634153,lcnaf
,,Duffield,Henry Martyn,,,,1842,1912,http://id.loc.gov/authorities/names/no2008189009,lcnaf
,,Duffy,Yvonne,,,,,,http://id.loc.gov/authorities/names/n82026404,lcnaf
,,Duink,Harry,,,,,,,lcnaf
,,Dukakis,Michael S.,,,Michael Stanley,1933,,http://id.loc.gov/authorities/names/n80011660,lcnaf
,,Duke,Angier Biddle,,,,1915,1995,http://id.loc.gov/authorities/names/n98054708,lcnaf
,,Duke,Kevin,,,,,,http://id.loc.gov/authorities/names/n89629161,lcnaf
,,Duley,Margot I,,,,,,http://id.loc.gov/authorities/names/n83162430,lcnaf
,,Dulles,Allen Welsh,,,,1893,1969,http://id.loc.gov/authorities/names/n50030555,lcnaf
,,Dulles,John Foster,,,,1888,1959,http://id.loc.gov/authorities/names/n50030526,lcnaf
,,Dumas,Rhetaugh,,,,,,,lcnaf
,,Dumesnil,Maurice,,,,1886,1974,http://id.loc.gov/authorities/names/no88000701,lcnaf
,,Dumond,Dwight Lowell,,,,1895,,,lcnaf
,,Dumond,Dwight Lowell,,,,1895,1976,http://id.loc.gov/authorities/names/n80025910,lcnaf
,,Dunbar,Daphne,,,,,,,lcnaf
,,Dunbar,Willis Frederick,,,,1902,1970,http://id.loc.gov/authorities/names/n79081321,lcnaf
,,Duncan,Todd,,,,,,http://id.loc.gov/authorities/names/nr90001267,lcnaf
,,Dunckel,Miller Lewis,,,,1899,,,lcnaf
,,Dundon,Walter F.,,,,1890,,,lcnaf
,,Dundonald,Thomas Cochrane,,Earl of,,1775,1860,http://id.loc.gov/authorities/names/n50054509,lcnaf
,,Dunford,Edward B.,,,Edward Bradstreet,1890,1966,http://id.loc.gov/authorities/names/no2011007194,lcnaf
,,Dunham,Arthur,,,,1893,,http://id.loc.gov/authorities/names/n82006311,lcnaf
,,Dunham,Arthur,,,,,,,lcnaf
,,Dunham,Elizabeth Reed,,,,,,,lcnaf
,,Dunham,Esther,,,,,,,lcnaf
,,Dunham,Franklin,,,,1892,,http://id.loc.gov/authorities/names/no2003084987,lcnaf
,,Dunham,Fred Sylvester,,,,,,,lcnaf
,,Dunham,Nelson,,,,1803,1866,,lcnaf
,,Dunham,Ruth,,,,,,,lcnaf
,,Dunham,Theodore J.,,,,1897,,,lcnaf
,,Dunker,Stephen,,,,,,http://id.loc.gov/authorities/names/n93032409,lcnaf
,,Dunmore,Al,,,,,,,lcnaf
,,Dunn,Cyrena Emery,,,,1824,1896,,lcnaf
,,Dunn,Emmett Reid,,,,1894,1956,http://id.loc.gov/authorities/names/no2010068034,lcnaf
,,Dunn,Francis Wayland,,,,1843,1874,,lcnaf
,,Dunn,Gerald R,,,,,,,lcnaf
,,Dunn,Jacob Piatt,,,,1855,1924,http://id.loc.gov/authorities/names/n80019572,lcnaf
,,Dunn,John,,,,,,,lcnaf
,,Dunn,Nettie,,,,,,,lcnaf
,,Dunn,Newell Ransom,,,,1841,1863,,lcnaf
,,Dunn,Ransom,,,,1818,1900,,lcnaf
,,Dunne,Jim,,,,1931,,http://id.loc.gov/authorities/names/n77014671,lcnaf
,,Dunnigan,James P,,,,,,,lcnaf
,,Dunning,William Archibald,,,,1857,1922,http://id.loc.gov/authorities/names/n50029745,lcnaf
,,Dunster,Edward Swift,,,,1834,1888,http://id.loc.gov/authorities/names/nr00019321,lcnaf
,,Durand,Edward Dana,,,,1871,,,lcnaf
,,Durant,Richard,,,,,,,lcnaf
,,Durant,Will,,,,1885,1981,http://id.loc.gov/authorities/names/n50029771,lcnaf
,,Durant,William Crapo,,,,1861,1947,http://id.loc.gov/authorities/names/n79138572,lcnaf
,,Durfee,Edgar N.,,,Edgar Noble,1882,,http://id.loc.gov/authorities/names/no99009058,lcnaf
,,Durfee,Edgar Noble,,,,1882,1952,,lcnaf
,,Durfee,Edgar,,,,1882,1958,,lcnaf
,,Duryea,Charles E.,,,,1861,1938,http://id.loc.gov/authorities/names/n85062659,lcnaf
,,Dustin,Fred,,,,1866,,http://id.loc.gov/authorities/names/n85244332,lcnaf
,,Dutcher,William,,,,1846,1920,http://id.loc.gov/authorities/names/no97047441,lcnaf
,,Dutton,Samuel Train,,,,1849,1919,http://id.loc.gov/authorities/names/n90667888,lcnaf
,,Duty,Charles L,,,,,,,lcnaf
,,Dvorák,Antonin,,,,1841,1904,,lcnaf
,,Dwyer,John W.,,,John William,1865,,,lcnaf
,,Dykema,James,,,,,,,lcnaf
,,Dykema,Peter W.,,,Peter William,1873,1951,http://id.loc.gov/authorities/names/no90014271,lcnaf
,,Dávila,Carlos G.,,,,1887,1955,,lcnaf
,,Díaz,Porfirio,,,,1830,1915,,lcnaf
,,Eakins,Thomas,,,,1844,1916,http://id.loc.gov/authorities/names/n80061185,lcnaf
,,Earhart,Amelia,,,,1897,1937,http://id.loc.gov/authorities/names/n50000654,lcnaf
,,Earhart,Will,,,,,,http://id.loc.gov/authorities/names/nr89008677,lcnaf
,,Earle,Clifford,,,,,,,lcnaf
,,Earle,Franklin Sumner,,,,1856,1929,http://id.loc.gov/authorities/names/no2009111454,lcnaf
,,Earle,G. Harold,,,,,,,lcnaf
,,Earle,Horatio Sawyer,,,,1855,1935,,lcnaf
,,Early,John C.,,,John Chrysostom,1878,1932,,lcnaf
,,Early,Stephen,,,,,,,lcnaf
,,Early,Willa R.,,,Willa Rhodes,1883,,,lcnaf
,,Easlick,Kenneth A.,,,Kenneth Alexander,1893,1979,,lcnaf
,,East,Ben,,,,,,,lcnaf
,,Eastburn,Isaac M,,,,,,,lcnaf
,,Eastman,Crystal,,,,1881,1928,http://id.loc.gov/authorities/names/n91032403,lcnaf
,,Eastman,John Coates,,,,1862,1925,,lcnaf
,,Eastman,Max,,,,1883,1969,http://id.loc.gov/authorities/names/n50024420,lcnaf
,,Easton,Emily,,,,,,http://id.loc.gov/authorities/names/no00086545,lcnaf
,,Eaton,Amasa M.,,,Amasa Mason,1841,1914,http://id.loc.gov/authorities/names/n88070810,lcnaf
,,Eaton,Cyrus Stephen,,,,1883,,,lcnaf
,,Eaton,John Wallace,,,,1886,1948,,lcnaf
,,Eaton,Leonard K,,,,,,http://id.loc.gov/authorities/names/n87844998,lcnaf
,,Eaton,Leonard K.,,,,1922,,,lcnaf
,,Eaton,Lily W,,,,,,,lcnaf
,,Eberbach,Linda,,,,,,,lcnaf
,,Eberharter,Herman Peter,,,,1892,1958,http://id.loc.gov/authorities/names/no2009003215,lcnaf
,,Eccles,Marriner S.,,,Marriner Stoddard,1890,1977,http://id.loc.gov/authorities/names/n90679089,lcnaf
,,Eckart,Carl,,,,1902,1973,http://id.loc.gov/authorities/names/n86873209,lcnaf
,,Eckert,Bob,,,,,,http://id.loc.gov/authorities/names/no2001062192,lcnaf
,,Eckert,Otto E.,,,,1890,,,lcnaf
,,Eckstein,Alexander,,,,1915,,,lcnaf
,,Eckstein,Alexander,,,,1915,1976,http://id.loc.gov/authorities/names/n79088971,lcnaf
,,Eckstein,Ruth,,,,,,,lcnaf
,,Edades,Jean G,,,,,,http://id.loc.gov/authorities/names/n84153831,lcnaf
,,Edades,Victorio C.,,,,1895,,http://id.loc.gov/authorities/names/n82044122,lcnaf
,,Eddy,Gerald E.,,,Gerald Ernest,1907,1977,http://id.loc.gov/authorities/names/n90622213,lcnaf
,,Eddy,Robert M,,,,,,,lcnaf
,,Eddy,Sherwood,,,,1871,1963,http://id.loc.gov/authorities/names/n50051668,lcnaf
,,Eden,Anthony,,Earl of Avon,,1897,1977,http://id.loc.gov/authorities/names/n79045376,lcnaf
,,Edge,Laura A,,,,,,,lcnaf
,,Edgell,George Harold,,,,1887,1954,http://id.loc.gov/authorities/names/n2002017421,lcnaf
,,Edington,D. W.,,,,1937,,http://id.loc.gov/authorities/names/n82237954,lcnaf
,,Edison,Mary Stilwell,,,,,,,lcnaf
,,Edison,Thomas A.,,,Thomas Alva,1847,1931,http://id.loc.gov/authorities/names/n80126308,lcnaf
,,Edmonds,S. Emma E.,,,Sarah Emma Evelyn,1841,1898,http://id.loc.gov/authorities/names/n84000898,lcnaf
,,Edmondson,Frank K.,,,Frank Kelly,1912,,http://id.loc.gov/authorities/names/n96089993,lcnaf
,,Edmonson,James Bartlett,,,,1882,1954,,lcnaf
,,Edmonson,Robert Edward,,,,,,,lcnaf
,,Edmunds,J. M.,,,James Madison,1810,1879,http://id.loc.gov/authorities/names/no93003179,lcnaf
,,Edmunds,Newton,,,,,,http://id.loc.gov/authorities/names/nb97088058,lcnaf
,,Edwards,Alfred L,,,,,,http://id.loc.gov/authorities/names/n80125434,lcnaf
,,Edwards,Ann,,,,,1962,,lcnaf
,,Edwards,Billie Louise,,,,1947,1995,,lcnaf
,,Edwards,Esther,,,,,,,lcnaf
,,Edwards,George,,,,1914,,http://id.loc.gov/authorities/names/n78001406,lcnaf
,,Edwards,Harry T,,,,,,,lcnaf
,,Edwards,India,,,,,,http://id.loc.gov/authorities/names/n91015908,lcnaf
,,Edwards,J. Edgar,,,Joseph Edgar,1909,1973,,lcnaf
,,Edwards,William J,,,,,,,lcnaf
,,Eerdmans,William B,,,,,,,lcnaf
,,Effinger,John Robert,,,,1869,1933,http://id.loc.gov/authorities/names/no2007084988,lcnaf
,,Efromoff,G,,,,,,,lcnaf
,,Egan,Patrick,,,,,,,lcnaf
,,Eggan,Fred,,,,1906,1991,http://id.loc.gov/authorities/names/n50030235,lcnaf
,,Eggert,Carl Edgar,,,,1868,1944,http://id.loc.gov/authorities/names/n2013064058,lcnaf
,,Eggertsen,Claude A.,,,Claude Andrew,1909,,http://id.loc.gov/authorities/names/n86820120,lcnaf
,,Eggleston,Arthur Francis,,,,1890,,,lcnaf
,,Ehlers,John Henry,,,,,,,lcnaf
,,Ehnis,Leroy,,,,,,,lcnaf
,,Ehrenfest,Paul,,,,1880,1933,http://id.loc.gov/authorities/names/n83826301,lcnaf
,,Ehrlich,Paul,,,,1854,1915,http://id.loc.gov/authorities/names/n83164445,lcnaf
,,Ehrling,Sixten,,,,,,http://id.loc.gov/authorities/names/n81146903,lcnaf
,,Ehrmann,Howard M.,,,Howard Meredith,1898,1989,http://id.loc.gov/authorities/names/no2006017183,lcnaf
,,Ehrmann,Howard Meredith,,,,1898,,,lcnaf
,,Eibler,John,,,,,,,lcnaf
,,Eigenmann,Carl H.,,,,1863,1927,http://id.loc.gov/authorities/names/n89609744,lcnaf
,,Einstein,Albert,,,,1879,1955,http://id.loc.gov/authorities/names/n79022889,lcnaf
,,Eisenhower,Dwight D.,,,Dwight David,1890,1969,http://id.loc.gov/authorities/names/n79066408,lcnaf
,,Eisenhower,Edgar,,,,1889,1971,http://id.loc.gov/authorities/names/n99271150,lcnaf
,,Eisenhower,Milton Stover,,,,1899,1985,http://id.loc.gov/authorities/names/n50031728,lcnaf
,,Elahi,Mohammad Ali,,,,,,http://id.loc.gov/authorities/names/n97064753,lcnaf
,,Elbel,Louis,,,,,,http://id.loc.gov/authorities/names/n89656331,lcnaf
,,Eldering,Grace,,,,1900,,,lcnaf
,,Eldersveld,Samuel James,,,,,,http://id.loc.gov/authorities/names/n80112971,lcnaf
,,Eldon,John,,,,,,,lcnaf
,,Eldred,Foss Oscar,,,,1884,,,lcnaf
,,Eldred,Mary,,,,,,,lcnaf
,,Eldridge,James B,,,,,,,lcnaf
,,Eldridge,Robert P.,,,,,1884,,lcnaf
,,Eley,Lynn W,,,,,,,lcnaf
,,Eliasohn,Jack,,,,1908,,,lcnaf
,,Eliot,Charles William,,,,1834,1926,http://id.loc.gov/authorities/names/n50012099,lcnaf
,,Eliot,Frederick May,,,,1889,1958,http://id.loc.gov/authorities/names/n91034501,lcnaf
,,Eliot,Samuel Atkins,,,,1862,1950,http://id.loc.gov/authorities/names/no93021653,lcnaf
,,Eliot,Sonny,,,,,,,lcnaf
,,Eliot,T. S.,,,Thomas Stearns,1888,1965,http://id.loc.gov/authorities/names/n79006870,lcnaf
,,Eliot,Thomas H.,,,Thomas Hopkinson,1907,1991,http://id.loc.gov/authorities/names/n80084532,lcnaf
,,Elkins,Stephen B.,,,Stephen Benton,1841,1911,http://id.loc.gov/authorities/names/n95110554,lcnaf
,,Elkuss,Mary,,,,1915,,,lcnaf
,,Elliot,Daniel Giraud,,,,1835,1915,http://id.loc.gov/authorities/names/n79117154,lcnaf
,,Elliot,Raymond,,,,,,,lcnaf
,,Elliott,Arthur G.,,,,1916,,,lcnaf
,,Elliott,Edward C.,,,Edward Charles,1874,1960,http://id.loc.gov/authorities/names/n85026318,lcnaf
,,Elliott,Eugene Bradley,,,,1896,,,lcnaf
,,Elliott,Margaret,,,,1891,1978,,lcnaf
,,Ellis,George Edwin,,,,1864,,,lcnaf
,,Ellis,J. Edwin,,,,,,,lcnaf
,,Ellis,Ruth,,,,1899,2000,http://id.loc.gov/authorities/names/nr2002021789,lcnaf
,,Ellison,Ralph,,,,,,http://id.loc.gov/authorities/names/n50010027,lcnaf
,,Ellrick,Charles Burke,,,,1908,,,lcnaf
,,Ellsworth,Mary,,,,,,,lcnaf
,,Ellsworth,Robert,,,,,,,lcnaf
,,Elms,Patrice I.,,,,1943,,,lcnaf
,,Elmslie,George Grant,,,,1871,1952,http://id.loc.gov/authorities/names/n82087728,lcnaf
,,Else,Gerald Frank,,,,1908,1982,http://id.loc.gov/authorities/names/n50008809,lcnaf
,,Elson,William Harris,,,,1856,1935,http://id.loc.gov/authorities/names/no2003010676,lcnaf
,,Elving,Philip Juliber,,,,1913,,http://id.loc.gov/authorities/names/n79033067,lcnaf
,,Elwood,Isaac Newton,,,,1843,1887,,lcnaf
,,Ely,Richard Theodore,,,,1854,1943,http://id.loc.gov/authorities/names/n50043336,lcnaf
,,Emery,A. G,,,,,,,lcnaf
,,Emery,James A.,,,James Augustan,1876,1955,http://id.loc.gov/authorities/names/nr94002810,lcnaf
,,Emery,John Garfield,,,,1881,,,lcnaf
,,Emmerich,Hugo,,,,,,,lcnaf
,,Emmons,H. H.,,,Harry H.,,,http://id.loc.gov/authorities/names/n79103946,lcnaf
,,Emrich,Richard S. M.,,,Richard Stanley Merrill,1910,,http://id.loc.gov/authorities/names/n85347137,lcnaf
,,Encke,L. C,,,,,,,lcnaf
,,Engel,Albert Joseph,,,,1888,1959,http://id.loc.gov/authorities/names/no2008189967,lcnaf
,,Engel,Albert Joseph,,,,1924,,http://id.loc.gov/authorities/names/no2008189976,lcnaf
,,Engel,Leonard,,,,1916,1964,http://id.loc.gov/authorities/names/n50010380,lcnaf
,,Engle,Glenn,,,,,,,lcnaf
,,Engle,Paul,,,,1908,1991,http://id.loc.gov/authorities/names/n79084424,lcnaf
,,Engler,Coleen,,,,,,,lcnaf
,,Engler,John,,,,1948,,http://id.loc.gov/authorities/names/n91103937,lcnaf
,,Engler,Karl,,,,1842,1925,,lcnaf
,,Engler,Michelle,,,,,,,lcnaf
,,English,Albert D.,,,,1862,,,lcnaf
,,English,Colin,,,,,,,lcnaf
,,English,Richard A,,,,,,,lcnaf
,,Engstrom,Arnell,,,,1897,1970,,lcnaf
,,Ensign,Arselia Sehler,,,,,,,lcnaf
,,Epstein,Abraham,,,,1892,1942,http://id.loc.gov/authorities/names/n50010002,lcnaf
,,Epstein,Brian,,,,1934,1967,http://id.loc.gov/authorities/names/n86858485,lcnaf
,,Epstein,Henrietta,,,,,,,lcnaf
,,Erhard,Ludwig,,,,,,http://id.loc.gov/authorities/names/n50053242,lcnaf
,,Ericksen,Stanford C.,,,Stanford Clark,1911,,http://id.loc.gov/authorities/names/n84044085,lcnaf
,,Erlanger,Joseph,,,,1874,1965,http://id.loc.gov/authorities/names/n89663701,lcnaf
,,Erskine,Graves Blanchard,,,,1897,1973,http://id.loc.gov/authorities/names/no2006082229,lcnaf
,,Erskine,John,,,,1879,1951,http://id.loc.gov/authorities/names/n50012296,lcnaf
,,Ervin,Sam J.,,,Sam James,1896,1985,http://id.loc.gov/authorities/names/n50008970,lcnaf
,,Erwin,Henry Parsons,,,,1881,1953,,lcnaf
,,Esch,Marvin Lionel,,,,1927,,,lcnaf
,,Eschelbach,Al,,,,,,,lcnaf
,,Espie,John P.,,,,1881,1949,,lcnaf
,,Essig,Edith,,,,,,,lcnaf
,,Estabrook,Joseph,,,,1820,1894,,lcnaf
,,Estep,Samuel D,,,,,,,lcnaf
,,Ettinghausen,Richard,,,,,,http://id.loc.gov/authorities/names/n79056000,lcnaf
,,Euler,Hans von,,,,1873,1964,http://id.loc.gov/authorities/names/n83827216,lcnaf
,,Evans,Abi,,,,,,,lcnaf
,,Evans,Bergen,,,,1904,1978,http://id.loc.gov/authorities/names/n50009000,lcnaf
,,Evans,Charles,,,,1850,1935,http://id.loc.gov/authorities/names/n50009001,lcnaf
,,Evans,Daniel J.,,,,1925,,http://id.loc.gov/authorities/names/n86141422,lcnaf
,,Evans,David G,,,,,,,lcnaf
,,Evans,David S,,,,,,,lcnaf
,,Evans,E. P.,,,Edward Payson,1831,1917,http://id.loc.gov/authorities/names/n90682762,lcnaf
,,Evans,Elizabeth Edson Gibson,,,,1832,1911,http://id.loc.gov/authorities/names/n98073608,lcnaf
,,Evans,Elizabeth Glendower,,,,1856,1937,http://id.loc.gov/authorities/names/no90015988,lcnaf
,,Evans,John Wainwright,,,,1909,,,lcnaf
,,Evans,Maurice,,,,,,,lcnaf
,,Evans,Ruth,,,,,,,lcnaf
,,Evans,Thomas,,,,,,,lcnaf
,,Evarts,William Maxwell,,,,1818,1901,http://id.loc.gov/authorities/names/n84124640,lcnaf
,,Eveleth,William S.,,,,,1818,,lcnaf
,,Everett,Alexander Hill,,,,1790,1847,http://id.loc.gov/authorities/names/n50009165,lcnaf
,,Everett,Charles Carroll,,,,1829,1900,http://id.loc.gov/authorities/names/n87127892,lcnaf
,,Everett,Edward,,,,1794,1865,http://id.loc.gov/authorities/names/n85158370,lcnaf
,,Everett,Franklin,,,,,,,lcnaf
,,Ewald,Henry Theodore,,,,1885,1953,,lcnaf
,,Ewald,Paul Peter,,,,1888,1985,http://id.loc.gov/authorities/names/n80162637,lcnaf
,,Ewell,Marshall Davis,,,,1844,1928,http://id.loc.gov/authorities/names/n81090116,lcnaf
,,Ewing,Thomas,,,,1789,1871,http://id.loc.gov/authorities/names/n89621219,lcnaf
,,Eynon,Bret,,,,,,,lcnaf
,,Ezechiel,Mordecai Joseph Brill,,,,1899,,,lcnaf
,,Faber,E,,,,,,,lcnaf
,,Faeth,G. M.,,,Gerard M.,,,,lcnaf
,,Fagan,Myron C.,,,Myron Coureval,1887,,,lcnaf
,,Fagen,Frank,,,,1909,,,lcnaf
,,Fagnani,Charles Prospero,,,,1854,1940,,lcnaf
,,Fagon,Myron,,,,,,,lcnaf
,,Fairbanks,Avard T.,,,Avard Tennyson,1897,1987,http://id.loc.gov/authorities/names/n85185999,lcnaf
,,Fairbanks,Charles W.,,,Charles Warren,1852,1918,http://id.loc.gov/authorities/names/n86114870,lcnaf
,,Fairchild,David,,,,1869,1954,http://id.loc.gov/authorities/names/n85335475,lcnaf
,,Fairchild,Fred Rogers,,,,1877,1966,http://id.loc.gov/authorities/names/n88222553,lcnaf
,,Fairchild,G. B,,,,,,http://id.loc.gov/authorities/names/n82232653,lcnaf
,,Fairchild,Henry Pratt,,,,1880,1956,http://id.loc.gov/authorities/names/n87896896,lcnaf
,,Fairchild,Marian H,,,,,,,lcnaf
,,Fairclough,Ellen Louks,,,,,,http://id.loc.gov/authorities/names/no96007610,lcnaf
,,Fairfield,Edmund B.,,,Edmund Burke,1821,1904,,lcnaf
,,Fairlie,John A.,,,John Archibald,1872,1947,http://id.loc.gov/authorities/names/n85239197,lcnaf
,,Fairman,James F.,,,James Ferdinand,1896,1967,http://id.loc.gov/authorities/names/no2010155061,lcnaf
,,Fajans,Kasimir,,,,1887,,,lcnaf
,,Fajans,Kasimir,,,,1887,1975,http://id.loc.gov/authorities/names/n85035075,lcnaf
,,Fajans,Stefan S,,,,,,http://id.loc.gov/authorities/names/no2005104141,lcnaf
,,Fall,Delos,,,,1848,1921,http://id.loc.gov/authorities/names/no2008118997,lcnaf
,,Falls,Philomena,,,,,,http://id.loc.gov/authorities/names/n84167801,lcnaf
,,Fanget,Louis A,,,,,,,lcnaf
,,Fangio,Juan Manuel,,,,1911,1995,http://id.loc.gov/authorities/names/n86078072,lcnaf
,,Fargo,Judy Carole,,,,,,,lcnaf
,,Fargo,William G.,,,,1867,1957,,lcnaf
,,Farley,James A.,,,James Aloysius,1888,1976,http://id.loc.gov/authorities/names/n79135041,lcnaf
,,Farnsley,Charles Roland Peaslee,,,,1907,,,lcnaf
,,Farnum,Billie S.,,,Billie Sunday,1916,,,lcnaf
,,Farrand,Livingston,,,,1867,1939,http://id.loc.gov/authorities/names/n89657991,lcnaf
