alumID,degree,startyr,endyr,field,type,schoolID
33,MA,,,,graduate,68
1994,,,,,graduate,308
2584,,,,,graduate,309
437,,,,,graduate,62
75,,,,,graduate,60
159,,,,,graduate,60
323,,,,,graduate,60
343,,,,,graduate,60
378,,,,,graduate,60
576,,,,,graduate,60
158,,,,,graduate,60
221,,,,,graduate,65
325,BLS,,,,graduate,66
301,,,,,graduate,66
337,"BL,MS",,,,graduate,62
301,,,,,graduate,234
95,,,,,graduate,291
100,,,,,graduate,62
64,,,,,undergraduate,60
86,,,,,graduate,235
234,,,,,graduate,236
353,,,,,graduate,237
341,,,,,graduate,76
342,,,,,graduate,76
575,,,,,graduate,238
210,,,,,graduate,291
1572,,,,,graduate,291
218,PhB,,,,graduate,62
233,PhB,,,,graduate,60
319,PhM,,,,graduate,60
449,,,,,graduate,60
350,,,,,graduate,60
945,,,,,graduate,240
1241,PhD,,,,graduate,234
227,AB,,,,undergraduate,61
445,,,,,graduate,237
431,,,,,graduate,76
430,,,,,graduate,76
651,,,,,graduate,64
2345,,,,,graduate,242
788,,,,,graduate,291
929,,,,,graduate,291
1172,,,,,graduate,291
1847,,,,,graduate,291
2103,,,,,graduate,291
2419,AM,,,,graduate,291
40,,,,,graduate,62
256,MA,,,,graduate,62
655,,,,,graduate,62
764,MA,,,,graduate,62
801,MA,,,,graduate,62
841,,,,,graduate,62
994,,,,,graduate,62
1033,,,,,graduate,62
1247,ML,,,,graduate,62
1251,BL,,,,graduate,62
1271,,,,,graduate,62
1297,,,,,graduate,62
1321,,,,,graduate,62
1396,AB,,,,graduate,62
1434,,,,,graduate,62
1497,,,,,graduate,62
1568,,,,,graduate,62
1736,,,,,graduate,62
1781,AM,,,,graduate,62
1711,,,,,graduate,62
1728,,,,,graduate,62
1887,,,,,graduate,62
1977,MA,,,,graduate,62
2093,,,,,graduate,62
2114,,,,,graduate,62
2298,,,,,graduate,62
2305,,,,,graduate,62
2464,,,,,graduate,62
2563,,,,,graduate,62
2622,,,,,graduate,62
2641,,,,,graduate,62
2671,MA,,,,graduate,62
2700,,,,,graduate,62
2712,MA,,,,graduate,62
2772,,,,,graduate,62
2797,,,,,graduate,62
2803,,,,,graduate,62
2810,,,,,graduate,62
3024,,,,,graduate,62
1582,AB,,,,undergraduate,62
2624,BL,,1902,,undergraduate,62
2793,,,,,graduate,243
2916,,,,,graduate,243
2661,,,,,graduate,62
3,,,,,graduate,60
5,,,,,graduate,60
15,,,,,graduate,60
25,,,,,graduate,60
46,AM,,,,graduate,60
55,,,,,graduate,60
240,,,,,graduate,60
258,PhD,,,,graduate,60
525,,,,,graduate,60
743,,,,,graduate,60
753,Ph.D.,,,,graduate,60
792,PhB,,,,graduate,60
785,,,,,graduate,60
813,,,,,graduate,60
880,,,,,graduate,60
958,,,,,graduate,60
996,PhD,,,,graduate,60
1012,,,,,graduate,60
1029,,,,,graduate,60
1122,S.M.,,,,graduate,60
1148,,,,,graduate,60
1164,,,,,graduate,60
1187,,,,,graduate,60
1200,PhB,,,,graduate,60
1225,,,,,graduate,60
1246,PhB,,,,graduate,60
1303,,,,,graduate,60
1390,,,,,graduate,60
1411,AM,,,,graduate,60
1428,,,,,graduate,60
1499,,,,,graduate,60
1532,,,,,graduate,60
1553,,,,,graduate,60
1567,,,,,graduate,60
1607,AB,,,,graduate,60
1609,AB,,,,graduate,60
1668,PhB,,,,graduate,60
1766,MA,,,,graduate,60
1697,,,,,graduate,60
1775,,,,,graduate,60
1783,,,,,graduate,60
1801,,,,,graduate,60
1815,,,,,graduate,60
1823,AM,,,,graduate,60
1737,,,,,graduate,60
1745,,,,,graduate,60
1836,,,,,graduate,60
1837,,,,,graduate,60
1864,PhB,,,,graduate,60
1900,,,,,graduate,60
1927,MA,,,,graduate,60
1946,,,,,graduate,60
1951,AM,,,,graduate,60
2088,,,,,graduate,60
2108,,,,,graduate,60
2112,,,,,graduate,60
2178,,,,,graduate,60
2196,,,,,graduate,60
2207,AB,,,,graduate,60
2229,,,,,graduate,60
2280,PhB,,,,graduate,60
2299,,,,,graduate,60
2330,,,,,graduate,60
2366,,,,,graduate,60
2409,,,,,graduate,60
2417,MS,,,,graduate,60
2432,,,,,graduate,60
2498,,,,,graduate,60
2524,,,,,graduate,60
2533,,,,,graduate,60
2536,,,,,graduate,60
2539,,,,,graduate,60
2582,,,,,graduate,60
2604,MS,,,,graduate,60
2609,,,,,graduate,60
2662,,,,,graduate,60
2663,,,,,graduate,60
2667,,,,,graduate,60
2681,,,,,graduate,60
2725,,,,,graduate,60
2758,,,,,graduate,60
2770,,,,,graduate,60
2781,,,,,graduate,60
2849,MS,,,,graduate,60
2913,MA,,,,graduate,60
2937,,,,,graduate,60
2946,,,,,graduate,60
2947,MA,,,,graduate,60
2970,PhM,,,,graduate,60
2978,MS,,,,graduate,60
2980,,,,,graduate,60
3007,,,,,graduate,60
3039,BS,,,,graduate,60
3040,AM,,,,graduate,60
3045,,,,,graduate,60
1566,PhB,,,,undergraduate,60
2386,,,,,graduate,64
2982,MA,,,,graduate,64
2188,BS,,,,undergraduate,64
2351,,,,,undergraduate,64
381,,,,,graduate,64
577,,,,,graduate,65
821,AM,,,,graduate,65
1359,MA,,,,graduate,65
1537,,,,,graduate,65
2121,,,,,graduate,65
2228,,,,,graduate,65
2945,,,,,graduate,65
821,AB,,,,undergraduate,65
1095,PhB,,,,graduate,245
2634,,,,,graduate,245
2649,AM,,,,graduate,245
1317,,,,,graduate,246
2699,,,,,graduate,246
2834,,,,,graduate,0
1279,,,,,graduate,0
1571,AB,,1906,,undergraduate,66
583,BLs,,,,graduate,66
856,,,,,graduate,66
1180,,,,,graduate,66
1195,,,,,graduate,66
1197,,,,,graduate,66
1761,BLS,,,,graduate,66
1831,,,,,graduate,66
2463,AB,,,,graduate,66
2509,,,,,graduate,66
2992,U Chicago,,,,graduate,66
539,AB,,,,undergraduate,66
726,AB,,,,undergraduate,66
933,AB,,,English,undergraduate,66
1327,,,,Science,undergraduate,66
1732,,,1907,,undergraduate,66
1798,,,,,graduate,66
2055,,,,,graduate,66
2110,,,,,graduate,66
23,,,,,graduate,0
2894,AB,,,,undergraduate,0
916,,,,,graduate,240
1522,BPh,,,,graduate,240
1288,,,,,graduate,250
1565,,,,,graduate,250
522,,,,,graduate,251
2048,,,,,graduate,0
1,AB,1891,1895,Ed,undergraduate,68
2,AB,1916,1920,Ed,undergraduate,68
3,,1914,1915,,undergraduate,68
5,BA,1896,1900,Ed,undergraduate,68
6,AB,1912,1916,Ed,undergraduate,68
7,AB,1916,1920,Arts,undergraduate,68
8,,,1917,Ed,undergraduate,68
9,yes,1918,1922,Ed,undergraduate,68
10,BS,1919,1923,Ed,undergraduate,68
13,AB,1918,1922,,undergraduate,68
15,AB,1904,1908,Lit,undergraduate,68
16,AB,1916,1920,Ed,undergraduate,68
17,AB,1914,1918,,undergraduate,68
19,AB,1910,1914,,undergraduate,68
20,AB,1918,1922,Ed,undergraduate,68
21,,1910,1912,,undergraduate,68
22,AB,1910,1914,Ed,undergraduate,68
23,,1901,1902,Ed,undergraduate,68
25,,1914,1915,,undergraduate,68
26,AB,1918,1922,Ed,undergraduate,68
27,,1919,1923,Ed,undergraduate,68
28,AB,1881,1885,Ed,undergraduate,68
30,AB,1880,1884,Ed,undergraduate,68
32,BA,1918,1922,Ed,undergraduate,68
33,BS,1918,1922,Pharm,undergraduate,68
34,AB,1892,1896,Ed,undergraduate,68
35,AB,1889,1893,Ed,undergraduate,68
36,,1887,1889,,undergraduate,68
37,AB,1916,1920,Ed,undergraduate,68
39,BS,1894,1898,,undergraduate,68
40,AB,1906,1910,Ed,undergraduate,68
41,,1905,1906,,undergraduate,68
42,,1917,1918,Ed,undergraduate,68
44,,1887,,,undergraduate,68
45,,1891,1901,Ed,undergraduate,68
46,,1918,1922,Ed,undergraduate,68
47,AB,1917,1921,Ed,undergraduate,68
48,BS,,1923,Pharm,undergraduate,68
49,,,1899,Ed,undergraduate,68
52,AB,0,1876,Education,undergraduate,68
53,AB,1899,1903,Education,undergraduate,68
54,,1910,1912,,undergraduate,68
55,BL,1894,1898,Education,undergraduate,68
56,,1890,1894,Med,undergraduate,68
57,,1880,1891,,undergraduate,68
58,,1915,1916,,undergraduate,68
59,AB,1919,1923,Education,undergraduate,68
60,AB,1917,1921,Education,undergraduate,68
61,AB,1917,1921,Education,undergraduate,68
62,,1889,1891,,undergraduate,68
63,,1916,1918,Arch-Landscape,undergraduate,68
66,AB,1916,1920,,undergraduate,68
67,AB,1915,1919,,undergraduate,68
68,PhB,1886,1890,Education,undergraduate,68
69,,1911,1912,,undergraduate,68
70,AB,1892,1896,Education,undergraduate,68
71,PhB,1876,1880,,undergraduate,68
72,Med.,,1990,Med.,undergraduate,68
73,AB,1895,1917,Education,undergraduate,68
74,AB,1884,1888,,undergraduate,68
75,AB,1900,1904,Mathematics,undergraduate,68
76,M.D.,,1878,Med.,undergraduate,68
77,BA,1886,1908,Education,undergraduate,68
78,PhB,1888,1892,,undergraduate,68
79,AB,1891,1895,Literature,undergraduate,68
80,AB,1910,1914,Education,undergraduate,68
81,AB,1895,1899,Education,undergraduate,68
82,AB,1918,1922,Education,undergraduate,68
83,AB,1918,1922,Education,undergraduate,68
85,AB,1917,1921,,undergraduate,68
84,,1903,1905,,undergraduate,68
86,,,1999,,undergraduate,68
87,BL,1884,1888,,undergraduate,68
89,AB,1917,1921,Education,undergraduate,68
90,A.M.,1915,1922,Education,undergraduate,68
91,,1882,1884,Education,undergraduate,68
92,A.M.,1914,1918,Education,undergraduate,68
93,AB,1912,1916,Education,undergraduate,68
94,AB,1893,1897,Education,undergraduate,68
96,AB,1916,1920,Education,undergraduate,68
97,,1892,1895,,undergraduate,68
98,BL,1892,1898,Education,undergraduate,68
100,AB,1897,1901,Education,undergraduate,68
99,AB,1917,1921,Education,undergraduate,68
101,AB,1917,1921,,undergraduate,68
102,AB,1916,1920,Education,undergraduate,68
103,BL,1889,1893,Education,undergraduate,68
104,AB,1916,1920,Education,undergraduate,68
105,AB,1876,1913,,undergraduate,68
106,MA,,1911,Education,undergraduate,68
107,,1919,1920,,undergraduate,68
108,AB,1894,1898,Education,undergraduate,68
109,AB,1917,1921,Education,undergraduate,68
110,AB,1914,1918,Education,undergraduate,68
1886,,1895,1896,,undergraduate,68
160,BS,1890,1894,Education,undergraduate,68
161,,1915,1916,,undergraduate,68
162,,1916,1917,,undergraduate,68
163,,1896,1902,,undergraduate,68
164,AB,1886,1890,Ed.,undergraduate,68
165,,1912,1914,Music,undergraduate,68
166,AB,,1923,Education,undergraduate,68
169,AB,1913,1917,Education,undergraduate,68
170,AB,1917,1921,,undergraduate,68
171,Ph.B,1892,1896,Education,undergraduate,68
172,AB,1897,1901,Education,undergraduate,68
173,AB,1914,1918,Education,undergraduate,68
174,AB,1912,1916,Science,undergraduate,68
175,,1918,1920,Music,undergraduate,68
176,AB,1916,1920,Education,undergraduate,68
178,,1884,1886,,undergraduate,68
179,,1892,1893,Education,undergraduate,68
181,,1894,1895,,undergraduate,68
182,,1885,1886,,undergraduate,68
183,BA,1919,1923,,undergraduate,68
184,AB,1894,1898,,undergraduate,68
185,,1920,1921,,undergraduate,68
186,,1896,1898,,undergraduate,68
187,AB,1913,1917,,undergraduate,68
188,BA,1917,1921,Education,undergraduate,68
189,,1896,1900,Science,undergraduate,68
190,AB,1889,1893,Education,undergraduate,68
191,AB,1900,1920,,undergraduate,68
192,,1917,1918,,undergraduate,68
194,PhB,1883,1887,,undergraduate,68
193,BS,1896,1900,Science,undergraduate,68
195,PhB,1886,1900,,undergraduate,68
196,AB,1915,1919,"Ed., Languages",undergraduate,68
197,AB,1914,1917,"Ed., Languages",undergraduate,68
198,,1871,1872,,undergraduate,68
199,BA,1879,1883,Education,undergraduate,68
200,AB,1907,1911,Education,undergraduate,68
201,AB,1917,1921,Education,undergraduate,68
202,AB,1895,1899,Education,undergraduate,68
203,AB,1901,1905,Library,undergraduate,68
211,--,1894,1895,--,undergraduate,68
213,--,1902,1911,,undergraduate,68
205,,,1890,,undergraduate,68
206,AB,1912,1916,Education,undergraduate,68
207,,1893,1895,,undergraduate,68
208,M.D.,,1899,Med.,undergraduate,68
209,PhB,1891,1895,Biology,undergraduate,68
210,AB,1886,1890,Languages,undergraduate,68
212,AB,1915,1919,,undergraduate,68
214,BA,1879,1883,Education,undergraduate,68
215,--,1917,1919,,undergraduate,68
216,,1921,1922,,undergraduate,68
217,AB,1919,1923,Education,undergraduate,68
218,,1891,1892,,undergraduate,68
219,,1904,1908,,undergraduate,68
222,AB,1905,1909,,undergraduate,68
220,,1894,1897,Biology,undergraduate,68
221,AB,1914,1918,,undergraduate,68
223,AB,1912,1916,,undergraduate,68
224,AB,1916,1920,Education,undergraduate,68
225,,1910,1911,,undergraduate,68
226,AB,1913,1917,,undergraduate,68
229,AB,1894,1898,Medicine,undergraduate,68
230,AB,1904,1908,Education,undergraduate,68
231,AB,1918,1922,Education,undergraduate,68
232,AB,1913,1917,,undergraduate,68
233,,1910,1912,,undergraduate,68
234,AB,1918,1922,Education,undergraduate,68
235,BA,1905,1909,Education,undergraduate,68
237,,,,,undergraduate,68
240,AB,1899,1903,Languages,undergraduate,68
242,AB,1912,1913,,undergraduate,68
243,AB,1908,1912,Education,undergraduate,68
244,AB,1912,1916,Education,undergraduate,68
245,AB,1914,1918,Education,undergraduate,68
246,AB,1883,1887,Education,undergraduate,68
247,AB,1917,1921,Education,undergraduate,68
248,,,,Medicine,undergraduate,68
250,AB,1914,1918,Education,undergraduate,68
251,AB,1897,1901,Education,undergraduate,68
253,AB,1910,1914,Education,undergraduate,68
254,AB,1913,1917,,undergraduate,68
255,AB,1915,1919,,undergraduate,68
256,AB,1903,1907,Education,undergraduate,68
257,AB,1917,1921,Education,undergraduate,68
258,BS,1891,1895,Biology,undergraduate,68
259,AB,1916,1920,Education,undergraduate,68
260,BA,1916,1920,Science,undergraduate,68
261,BA,1918,1922,Education,undergraduate,68
262,,1887,1888,,undergraduate,68
263,AB,,1922,Journalism,undergraduate,68
264,,1880,1882,Med,undergraduate,68
265,AB,1893,1897,Latin,undergraduate,68
266,AB,1902,1906,Education,undergraduate,68
277,PhB,1894,1898,,undergraduate,68
267,BA,1910,1911,Languages,undergraduate,68
269,AB,1917,1921,Education,undergraduate,68
270,,1915,1916,,undergraduate,68
271,,1882,1885,,undergraduate,68
272,PhB,1881,1885,,undergraduate,68
275,AB,1893,1897,Education,undergraduate,68
276,BL,1894,1898,Education,undergraduate,68
278,,1911,1913,,undergraduate,68
280,,1897,1901,,undergraduate,68
281,M.D.,,1883,Med.,undergraduate,68
282,M.D,,1893,Med.,undergraduate,68
283,,1905,1906,,undergraduate,68
284,AB,1902,1906,,undergraduate,68
286,AB,1916,1920,,undergraduate,68
287,BA,1919,1923,Education,undergraduate,68
288,,1895,1896,,undergraduate,68
289,AB,1913,1917,,undergraduate,68
290,BA,1917,1921,Education,undergraduate,68
291,AB,1916,1920,Education,undergraduate,68
293,,1908,1910,,undergraduate,68
294,,1911,1913,Education,undergraduate,68
295,,1910,1914,,undergraduate,68
296,BA,1913,,Education,undergraduate,68
297,M.D.,,1899,Med.,undergraduate,68
298,AB,1916,1920,Education,undergraduate,68
299,,1897,1899,,undergraduate,68
300,AB,1905,1909,Education,undergraduate,68
302,AB,1916,1920,Education,undergraduate,68
303,MA,,1912,,undergraduate,68
304,AM,,1901,,undergraduate,68
305,,1905,1908,,undergraduate,68
306,,1915,1918,,undergraduate,68
307,PhB,1895,1899,,undergraduate,68
308,,1914,1915,,undergraduate,68
309,,1891,1892,Education,undergraduate,68
310,BL,1886,1890,Education,undergraduate,68
311,BS,1890,1894,Chemistry,undergraduate,68
312,AB,1906,1910,Education,undergraduate,68
313,,1873,1874,Medicine,undergraduate,68
314,Yes,,1920,Pharmacy,undergraduate,68
316,AB,,1918,Education,undergraduate,68
318,BA,1912,1916,,undergraduate,68
319,PhB,1891,1893,Latin,undergraduate,68
320,,1913,1915,,undergraduate,68
322,MD,,1878,,undergraduate,68
323,BA,1898,1902,Education,undergraduate,68
325,,1900,1904,Library Science,undergraduate,68
268,AB,1919,1923,Education,undergraduate,68
326,BA,1890,1894,Education,undergraduate,68
327,AB,1892,1896,Education,undergraduate,68
328,AB,1915,1919,,undergraduate,68
329,AB,1916,1920,Education,undergraduate,68
330,,1890,1892,,undergraduate,68
331,,1893,1895,Music,undergraduate,68
333,AB,1918,1922,Library Science,undergraduate,68
334,AB,1899,1903,Education,undergraduate,68
335,AB,1917,1921,Education,undergraduate,68
336,AB,1918,1922,,undergraduate,68
337,,1896,1900,Education,undergraduate,68
338,AB,1914,1918,,undergraduate,68
339,AB,1905,1909,English,undergraduate,68
340,AB,1910,1914,Latin,undergraduate,68
341,AB,1908,1912,,undergraduate,68
342,AB,1894,1898,English,undergraduate,68
343,AB,1905,1909,Education,undergraduate,68
344,MD,1888,1889,Med,undergraduate,68
345,AB,1916,1920,Education,undergraduate,68
347,,1875,1876,,undergraduate,68
348,AB,1897,1901,Biology,undergraduate,68
349,BL,1886,1890,"Ed., English",undergraduate,68
350,AB,1907,1911,Education,undergraduate,68
351,,1916,1918,Med,undergraduate,68
352,PhB,1893,1897,English,undergraduate,68
353,AB,,1920,Library Science,undergraduate,68
354,AB,1919,1923,Education,undergraduate,68
355,,1881,1882,,undergraduate,68
356,AB,1918,,,undergraduate,68
357,AB,1914,1918,,undergraduate,68
359,AB,1901,1905,Education,undergraduate,68
360,AB,,1913,Psychology,undergraduate,68
361,AB,1904,1908,Ed,undergraduate,68
362,BL,1895,1899,,undergraduate,68
363,AB,1919,1923,,undergraduate,68
364,,1916,1917,,undergraduate,68
365,AB,1922,1926,Library Science,undergraduate,68
366,AB,1915,1919,,undergraduate,68
367,AB,1891,1895,,undergraduate,68
368,MD,,1903,Med,undergraduate,68
369,AB,1914,1918,Latin,undergraduate,68
370,DDS,,1921,Dent,undergraduate,68
371,,,1922,Nursing,undergraduate,68
372,AB,1887,1891,,undergraduate,68
373,,1915,1917,,undergraduate,68
374,AB,1918,1922,,undergraduate,68
375,AB,1917,1921,,undergraduate,68
376,BL,1895,1899,,undergraduate,68
377,BA,1916,1920,,undergraduate,68
379,,1914,1916,,undergraduate,68
380,,,1913,,undergraduate,68
378,AB,1896,1900,,undergraduate,68
381,AB,1918,1922,Art,undergraduate,68
382,AB,1918,1922,,undergraduate,68
383,,1892,1894,,undergraduate,68
384,,,1921,Dent,undergraduate,68
385,,1916,1919,,undergraduate,68
386,AB,1888,1892,Ed,undergraduate,68
387,AB,1913,1917,,undergraduate,68
388,AB,1894,1897,,undergraduate,68
389,AB,1919,1923,Lib.Sci.,undergraduate,68
390,,1917,1920,,undergraduate,68
391,,1894,1895,ED,undergraduate,68
392,AB,1919,1923,,undergraduate,68
393,AB,1908,1912,Nursing,undergraduate,68
394,AB,1897,1901,ED,undergraduate,68
395,AB,1874,1878,Astronomy,undergraduate,68
396,AB,1913,1917,Ed,undergraduate,68
397,AB,1913,1917,,undergraduate,68
398,,1899,1901,,undergraduate,68
400,AB,1918,1922,Ed,undergraduate,68
402,MD,,1877,Med,undergraduate,68
403,AB,1894,1898,Music,undergraduate,68
404,AB,1916,1920,,undergraduate,68
405,M.D.,1870,1873,Med,undergraduate,68
406,,1893,1895,,undergraduate,68
407,Ph.B,1883,1887,,undergraduate,68
408,AB,1919,1923,,undergraduate,68
409,,1898,1899,,undergraduate,68
410,AB,1916,1920,,undergraduate,68
411,AB,1905,1909,,undergraduate,68
412,AB,1916,1920,Ed,undergraduate,68
413,AB,1886,1890,ED,undergraduate,68
414,,1893,1894,,undergraduate,68
415,AB,1910,1914,ED,undergraduate,68
416,AB,1916,1920,,undergraduate,68
417,,1917,1918,,undergraduate,68
419,AB,1903,1907,Ed,undergraduate,68
420,AB,,1899,,undergraduate,68
422,klAB,1912,1916,,undergraduate,68
423,,1915,1917,Ed,undergraduate,68
424,AB,1913,1917,,undergraduate,68
425,AB,1905,1909,Ed,undergraduate,68
426,Ph.B,1890,1894,,undergraduate,68
427,,1904,1906,,undergraduate,68
429,AB,1893,1897,Ed,undergraduate,68
430,AB,1913,1917,Ed,undergraduate,68
431,BA,1908,1912,Ed,undergraduate,68
432,M.D.,,1892,Med,undergraduate,68
433,AB,1918,1922,,undergraduate,68
434,AB,1917,1921,Ed,undergraduate,68
435,AB,1917,1921,Ed,undergraduate,68
436,AB,1907,1911,Latin,undergraduate,68
437,AB,1901,1905,,undergraduate,68
438,BL,1889,1893,Ed,undergraduate,68
439,AB,1895,1899,,undergraduate,68
440,MD,,1901,Med,undergraduate,68
441,,1914,1915,,undergraduate,68
442,BA,1880,1884,Ed,undergraduate,68
443,AB,1919,1923,Ed,undergraduate,68
444,AB,1917,1921,Ed,undergraduate,68
445,BA,1903,1907,Ed,undergraduate,68
447,AB,1918,1922,Ed,undergraduate,68
449,AB,1886,1890,Ed,undergraduate,68
450,AB,1902,1906,Social Work,undergraduate,68
451,AB,,1918,,undergraduate,68
452,AB,1900,1904,Ed,undergraduate,68
453,MD,,1912,Med,undergraduate,68
454,AB,1909,1913,Ed,undergraduate,68
455,,1915,1916,,undergraduate,68
456,AB,1918,1922,English,undergraduate,68
457,AB,1913,1917,,undergraduate,68
458,AB,1915,1919,,undergraduate,68
459,AB,1914,1918,,undergraduate,68
460,AB,1901,1905,Ed,undergraduate,68
461,,1915,1917,,undergraduate,68
462,AB,1874,1878,,undergraduate,68
463,AB,1917,1921,,undergraduate,68
464,AB,1904,1908,,undergraduate,68
465,AB,1871,1875,Greek,undergraduate,68
466,AB,1892,1896,Library Science,undergraduate,68
467,MD,,1890,Med,undergraduate,68
468,AB,1907,1911,,undergraduate,68
469,AB,1884,1888,,undergraduate,68
470,AB,,1923,Modern Lang.,undergraduate,68
471,AB,1921,1923,,undergraduate,68
472,MD,,1885,Med,undergraduate,68
473,BA,1907,1911,Music,undergraduate,68
474,,1879,1881,Ed,undergraduate,68
475,,1906,1910,,undergraduate,68
476,BA,1905,1909,,undergraduate,68
477,AB,1919,1923,,undergraduate,68
478,AB,1899,1903,Botany,undergraduate,68
479,AB,1901,1905,,undergraduate,68
482,M.D.,1917,1918,Med,undergraduate,68
483,,1896,1898,Med,undergraduate,68
484,,,1889,,undergraduate,68
485,BBL,1892,1896,,undergraduate,68
486,AB,1895,1899,Ed,undergraduate,68
487,AB,1919,1923,Ed,undergraduate,68
488,AB,1882,1886,,undergraduate,68
490,AB,1902,1906,Ed,undergraduate,68
491,BA,1916,1920,,undergraduate,68
492,AB,1914,1918,Chem,undergraduate,68
493,AB,1919,1923,,undergraduate,68
494,,1916,1918,,undergraduate,68
495,AB,1899,1903,Ed,undergraduate,68
496,AB,1897,1901,Lib. Sci,undergraduate,68
497,AB,2900,1904,Ed,undergraduate,68
498,,1887,1888,,undergraduate,68
499,,1908,1910,,undergraduate,68
500,AB,1900,1904,Science,undergraduate,68
501,AB,1888,1892,,undergraduate,68
502,BLBS,,9197,Sci,undergraduate,68
503,AB,1909,1912,,undergraduate,68
504,BA,1884,1888,Art,undergraduate,68
505,,1895,1897,,undergraduate,68
506,,1878,1879,,undergraduate,68
507,AB,1897,1901,Lang.,undergraduate,68
508,,1893,1895,,undergraduate,68
509,AB,1911,1915,,undergraduate,68
510,BA,1914,1918,Ed,undergraduate,68
511,BA,1918,1921,,undergraduate,68
512,AB,1883,1887,,undergraduate,68
513,AB,,1922,Lang.,undergraduate,68
514,,1907,1908,,undergraduate,68
515,,1905,1906,,undergraduate,68
516,M.D.,,1890,Med,undergraduate,68
517,BL,1896,1900,,undergraduate,68
518,AB,1919,1923,,undergraduate,68
519,AB,1918,1922,Chem,undergraduate,68
520,AB,1915,1919,,undergraduate,68
521,AB,1916,1920,Science,undergraduate,68
522,,1879,1881,,undergraduate,68
523,AB,1914,1918,,undergraduate,68
524,AB,1917,1921,,undergraduate,68
525,BS,1896,1898,Med,undergraduate,68
527,AB,1915,1919,Ed,undergraduate,68
528,AB,1906,1910,English,undergraduate,68
529,MD,,1893,Med,undergraduate,68
530,,1893,1897,,undergraduate,68
531,,1903,1904,,undergraduate,68
532,,1896,1897,,undergraduate,68
533,AB,1912,1916,,undergraduate,68
534,AB,1899,1903,,undergraduate,68
535,AB,1911,1915,Ed,undergraduate,68
537,,1889,1991,,undergraduate,68
538,BA,1905,1909,,undergraduate,68
540,,1919,1923,,undergraduate,68
541,AB,1912,1916,,undergraduate,68
542,AB,1918,1922,Zoology,undergraduate,68
543,AB,1902,1906,,undergraduate,68
544,,1895,1897,,undergraduate,68
623,AB,1904,1908,,undergraduate,68
545,BA,1911,1915,,undergraduate,68
546,AB,1874,1878,,undergraduate,68
547,BS,,1895,,undergraduate,68
548,,1915,1916,,undergraduate,68
549,AB,1898,1902,,undergraduate,68
550,AB,1907,1911,,undergraduate,68
551,BL,1895,1899,,undergraduate,68
552,,1915,1916,,undergraduate,68
553,,1916,1917,,undergraduate,68
554,AB,1914,1918,,undergraduate,68
555,,1902,1904,,undergraduate,68
556,AB,1918,1922,,undergraduate,68
557,,1895,1897,Art,undergraduate,68
558,PhB,1892,1896,,undergraduate,68
563,,1881,1882,Pharm,undergraduate,68
560,,1917,1921,,undergraduate,68
561,,1917,1919,,undergraduate,68
562,,1914,1915,Ed,undergraduate,68
564,AB,1918,1922,,undergraduate,68
565,BA,1918,1922,Ed,undergraduate,68
566,AB,1907,1911,Ed,undergraduate,68
567,AB,1900,1904,,undergraduate,68
568,AB,1897,1901,,undergraduate,68
569,,1917,1918,,undergraduate,68
570,AB,1898,1902,,undergraduate,68
571,AB,1919,1923,,undergraduate,68
572,,1919,1920,,undergraduate,68
574,AB,1911,1915,Hist.,undergraduate,68
575,AB,1914,1918,,undergraduate,68
576,AB,1890,1894,,undergraduate,68
577,PhB,1895,1899,Ed,undergraduate,68
578,AB,1902,1906,,undergraduate,68
579,AB,1882,1886,,undergraduate,68
580,AB,1913,1917,,undergraduate,68
581,AB,1883,1887,,undergraduate,68
582,AB,1901,1905,,undergraduate,68
583,,1890,1895,,undergraduate,68
584,M.D.,,1888,Med,undergraduate,68
585,AB,1919,1923,,undergraduate,68
586,PhB,1892,1896,,undergraduate,68
587,,1912,1914,Home Ec,undergraduate,68
588,AB,1892,1896,,undergraduate,68
589,,1893,1895,Med,undergraduate,68
590,BS,1909,1913,Science,undergraduate,68
591,AB,1919,1923,,undergraduate,68
592,AB,1900,1904,ED,undergraduate,68
593,MD,,1908,Med,undergraduate,68
594,AB,1913,1917,Social Work,undergraduate,68
596,,1918,1919,,undergraduate,68
597,BA,1909,1913,,undergraduate,68
598,AB,1899,1903,Ed,undergraduate,68
599,,1891,1892,,undergraduate,68
600,AB,1899,1903,Lang,undergraduate,68
601,,1886,1887,,undergraduate,68
604,AB,1918,1922,,undergraduate,68
605,AB,1918,1922,,undergraduate,68
641,,1886,1887,Ed,undergraduate,68
606,AB,,1922,Ed,undergraduate,68
607,,1912,1915,,undergraduate,68
608,M.D.,,1883,Med,undergraduate,68
609,BS,1898,1902,Ed,undergraduate,68
610,AB,1919,1923,,undergraduate,68
611,AB,1905,1909,,undergraduate,68
612,AB,1908,1912,Lang.,undergraduate,68
613,AB,1900,1904,,undergraduate,68
614,,1885,1886,Med,undergraduate,68
615,,1889,1891,,undergraduate,68
616,,,1919,,undergraduate,68
617,AB,1914,1918,,undergraduate,68
619,,1889,1890,Dent,undergraduate,68
620,BA,1900,1904,Ed,undergraduate,68
621,,1897,1899,,undergraduate,68
622,,,1922,,undergraduate,68
624,,1914,1916,,undergraduate,68
625,,1880,1882,Ed,undergraduate,68
626,,1882,1883,Med,undergraduate,68
627,AB,1891,1895,Ed,undergraduate,68
628,PhB,1889,1893,,undergraduate,68
